project_id|project_name|ward|sector|amount_allocated_zmw|amount_disbursed_zmw|fiscal_year|status|source_url|date_scraped
CDF-0344|Siamusunse Community|Naluja|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0345|Doongo Primary|Naluja|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0346|Water Reticulation At Nameeto Rhc|Naluja|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0347|X2 Crb At Sichikwalula|Naluja|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0348|X2 Crb At Sichikwalula|Naluja|Livestock|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0349|Dip Tank At Siamusunse|Naluja|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0350|Stalf House At Siamusunse School|Naluja|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0351|Staff House At Naluja School|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0352|Luyando Community Schoql|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0353|Habwankta Community|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0354|Nsolo Community School|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0355|Kashu Primary School|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0356|Chitongo Vollage|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0357|Hang Ambwa Village|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0358|Cheenzya Vlllage|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0359|Muzuni|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0360|Smmoonga|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0361|Kazungula Area (Cheenzyachitongo)|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0362|Munachibize Community|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0363|Nkadazovu Main Sda Church|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0364|Sikapande Communtty|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0365|Mutenguna Village|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0366|Mala Male Communty|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0367|Chiywa Nduba Community|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0368|Gombe|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0369|Hangoma Vlllage|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0370|Shaamba Christian And Community|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0371|Chabota Water Point Project|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0372|Nsaimuulu Vlllage|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0373|Sichungwe Village|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0374|Sibuliakwe|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0375|Myanddwa Bantu|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0376|Malla Male Community|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0377|Bulyambeba Kashu|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0378|Munsanje Village|Omba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0379|Maila Male Community Schoql|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0380|Mala Male Community School|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0381|Gombe Primary School|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0382|Habulungu Primary School|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0383|Bulyambeba Prmmary And Secondary School|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0384|Kashu Primary Schoql|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0385|Siantongole|Omba|Agriculture|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0386|Nkadazovu Primar Y And Secondary School|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0387|Omba Pta Community|Omba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0388|Bul Yambbeba Health Post|Omba|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0389|Kabanga Community|Omba|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0390|Tusole Community|Omba|Livestock|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0391|Bulyambeba 1X2 Crb|Omba|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0392|Habulungu Stzff House|Omba|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0393|Drilling Of 3 Boreholes|Omba|Water and Sanitation|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0394|Eada Golebnnint|Omba|Livestock|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3025|2026-09-12
CDF-0395|Name Of Proiect Mayoba Clinic Catchment Area|Mayoba|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0396|Mayoba Ward Community|Mayoba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0397|Sianyama Community School|Mayoba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0398|Sianyama Community School|Mayoba|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0399|Magaleza Primary School|Mayoba|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0400|Munkolo Zone|Mayoba|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0401|Monde Pri &Sec School|Simayakwe|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0402|Siambala Agricujl Ttral Camp|Simayakwe|Agriculture|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0403|Toilets At Mulwazi Clinic|Simayakwe|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0404|A 1X3 Classroom Biock At Mulwazi Primary School|Simayakwe|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0405|A Staff House At Mulwazi Clinic|Simayakwe|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0406|Toilets At Siambala Primary|Simayakwe|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0407|Nazilongo Monde & Mulwazi Rd|Simayakwe|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0408|A Mortuary At Siachitema|Siachitema|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0409|A Ix3 Classroom Block At Nakabanga School|Siachitema|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0410|A Staff House At Chibomboma|Siachitema|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0411|Toilets At Chibomboma Rural Health Post|Siachitema|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0412|A Staff House And Ablution Block At Nakabanga|Siachitema|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0413|Toilets At Nakabanga Clinic|Siachitema|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0414|Njezya Primary School|Siachitema|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0415|Lubombo Community|Namwianga|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0416|Bbelo Primary School|Namwianga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0417|Mukwela Pri & Sec School|Namwianga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0418|Mutala Basic School|Namwianga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0419|Siabalumb|Namwianga|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0420|Namwianga Pri & Sec School|Namwianga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0421|A Staff House At Bbelo Clinic|Namwianga|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0422|A Ix4 Classroom Block At Mutala|Namwianga|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0423|A Ix3 Laboratory At Mukwela|Namwianga|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0424|A Staff House At Bbelo School|Namwianga|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0425|Siakabanze Community Sch|Chawila|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0426|Chawila Community|Chawila|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0427|Mbole Primary School|Chawila|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0428|Stkweya Health Post|Chawila|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0429|A Ix3 Classroom Block At Munakanyfmba Primary School|Chawila|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0430|Simutelo West|Kalonda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0431|Siampayuma Community|Kalonda|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0432|Namabondo Community School|Kalonda|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0433|Mazambani Community|Kalonda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0434|Munankumba Village|Kalonda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0435|Nantale|Kalonda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0436|Tuya Kumbele Hold On|Kalonda|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0437|A Ix2 Classroom Block At Siampayuma|Kalonda|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0438|A Mother'S Shelter At Nantale|Kalonda|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0439|Toilets At Nantale Primary School|Kalonda|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0440|A Staff House At Tara Clinic|Kalonda|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0441|Toilets At Nantale Clinic|Kalonda|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0442|A 1X2 Classroom Block At Munyenye Primary School|Kalonda|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0443|Matondo Community School|Chilesha|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0444|Bowwood Community School|Chilesha|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0445|Muumba Primary School|Chilesha|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0446|A Staff House At Kansumo|Chilesha|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0447|Ix3 Classroom Block At Rr|Chilesha|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0448|Kanyaya Community|Choonga|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0449|Kanyaya Community|Choonga|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0450|Chikoli Primary School|Choonga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0451|Chikoli Primary School|Choonga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0452|Mabuyu Primary School|Choonga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0453|Mabuyu Health Post (Clinic)|Choonga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0454|Mafwafwa Village|Choonga|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0455|Simapungula Muchenje Primary Sd|Choonga|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0456|An Ablution Block At Muchenje|Choonga|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0457|T7 A Staff House At Muchenje|Choonga|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0458|A Laboratory At Choonga Primary Schooi|Choonga|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0459|Jail Cells At Correctional Service|Choonga|Defence|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0460|Kalomo Police Station|Mwaata|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0461|Greenacres Pri & Sec School|Mwaata|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0462|Bwacha Primary School|Mwaata|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0463|Greenacres Pri & Sec School|Mwaata|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0464|Kalomo Central Primary School|Mwaata|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0465|Greenacres Pri & Sec School|Mwaata|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0466|Bwacha Compound Residents|Mwaata|Water and Sanitation|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0467|A Laboratory At Greenacres Primary Schoqi|Mwaata|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0468|V} Classroom Block At Mcbamolp Pbilrxschoql|Mwaata|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0469|Toilets At Macraymond School|Mwaata|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0470|Dormitori A Mwaata School|Mwaata|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0471|Simukanda Community School|Chifusa|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0472|A Health Post At Chifusa|Chifusa|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0473|A Laboratory At Chifusa Primary And Sfcondary Schoqi|Chifusa|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0474|Namoombna Community School|Chifusa|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0475|Sianchongwe Community School|Sipatunyana|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0476|Kasikili Health Post|Sipatunyana|Health|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0477|Inkumbi Primary School|Sipatunyana|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0478|Inkumbi Primary School|Sipatunyana|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0479|Sipatunyana Community|Sipatunyana|Infrastructure|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0480|Siamamvwa Primary School|Sipatunyana|Education|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0481|A 1X3 Classroom Block At Lusumpuko Commi Nity Schoqi|Sipatunyana|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0482|A 1X3 Classrcom Blcckat Msikili Priary Schco|Sipatunyana|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0483|A Ix3 At Inkumbi School|Sipatunyana|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0484|A Staff House At Muyobo School|Sipatunyana|Education|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0485|A Staff House At Nalubumba|Sipatunyana|Health|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0486|Simeia Dip Tank Kasikili|Sipatunyana|Agriculture|N/A|N/A|2025|Not Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0487|Tlb|All Wards|Infrastructure|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
CDF-0488|Borehole Acessories|All Wards|Water and Sanitation|N/A|N/A|2025|Approved|https://www.kalomocouncil.gov.zm/?page_id=3020|2026-09-12
